,Kontengruppe,Profitcenter,Profitcenter-Bezeichnung,Art,HH Art,PSP-Element,Kostenart,Kostenart Beschreibung,Betrag,Betrag_Typ,Jahr
1023,,,,,,,54710000.0,Wertveränderungen bei Sachanlagen,0,Plan,2016
1024,,,,,,1.100.06.02,54710000.0,Wertveränderungen bei Sachanlagen,0,Plan,2016
1025,,,,,,,54770000.0,Verr.bei Sachanlagen mit allg. Rücklage,0,Plan,2016
1026,,,,,,1.100.06.02,54770000.0,Verr.bei Sachanlagen mit allg. Rücklage,0,Plan,2016
1027,,,,,,1.100.06.02,54990007.0,Ausb.Ford./Erlass,0,Plan,2016
1028,sonstige ordentliche Aufwendungen,602,Kinder- und Jugendarbeit,2.0,,,,,"122.395,98",Plan,2016
1029,,,,,,,57112000.0,AfA auf unbebaute Grundstücke,0,Plan,2016
1030,,,,,,1.100.06.02,57112000.0,AfA auf unbebaute Grundstücke,"384.904,78",Plan,2016
1031,,,,,,1.100.06.02,57112001.0,Afa auf unbebaute Grundstücke EÖB,0,Plan,2016
1032,,,,,,,57113000.0,AfA auf Gebäude,0,Plan,2016
1033,,,,,,1.100.06.02,57113000.0,AfA auf Gebäude,"132.340,61",Plan,2016
1034,,,,,,1.100.06.02,57113001.0,Abschreibungen auf Gebäude EÖB,0,Plan,2016
1035,,,,,,,57115000.0,AfA auf Maschinen u. technische Anlagen,0,Plan,2016
1036,,,,,,1.100.06.02,57115000.0,AfA auf Maschinen u. technische Anlagen,"1.596,57",Plan,2016
1037,,,,,,1.100.06.02,57115001.0,Afa auf Maschinen und techn. Anlage EÖB,0,Plan,2016
1038,,,,,,,57116000.0,AfA auf Fahrzeuge,0,Plan,2016
1039,,,,,,1.100.06.02,57116000.0,AfA auf Fahrzeuge,"2.000,00",Plan,2016
1040,,,,,,,57117000.0,AfA auf Betriebs- und Geschäftsausst.,0,Plan,2016
1041,,,,,,1.100.06.02,57117000.0,AfA auf Betriebs- und Geschäftsausst.,"49.464,67",Plan,2016
1042,,,,,,1.100.06.02,57117001.0,Afa auf Betriebs- und Geschäftsaust. EÖB,0,Plan,2016
1043,,,,,,,57118000.0,AfA auf geringwertige Wirtschaftsgüter,0,Plan,2016
1044,,,,,,1.100.06.02,57118000.0,AfA auf geringwertige Wirtschaftsgüter,0,Plan,2016
1045,Bilanzielle Aufwendungen,602,Kinder- und Jugendarbeit,2.0,,,,,"570.306,63",Plan,2016
1046,,,,,,1.100.06.02,58110011.0,Interne Leistungsbeziehungen Schulraumnu,400,Plan,2016
1047,,,,,,7.000.346.700,58119999.0,Aktivierte Eigenleistung,"30.000,00",Plan,2016
1048,Aufwendungen aus internen Leistungsbeziehungen,602,Kinder- und Jugendarbeit,5.0,,,,,"30.400,00",Plan,2016
1049,,,,,,,59111000.0,Sonstige außergewöhnl. Aufw. - investiv,0,Plan,2016
1050,,,,,,1.100.06.02,59111000.0,Sonstige außergewöhnl. Aufw. - investiv,0,Plan,2016
1051,Außerordentliche Aufwendungen,602,Kinder- und Jugendarbeit,2.0,,,,,0,Plan,2016
1052,Personalaufwendungen,701,Krankenhäuser,2.0,,,,,0,Plan,2016
1053,Transferaufwendungen,701,Krankenhäuser,2.0,,,,,"1.211.661,00",Plan,2016
1054,Zuwendungen und allgemeine Umlagen,801,Sportförderung,1.0,,,,,0,Plan,2016
1055,öffentlich-rechtliche Leistungsentgelte,801,Sportförderung,1.0,,,,,"-75.000,00",Plan,2016
1056,Privatrechtliche Leistungsentgelte,801,Sportförderung,1.0,,,,,"-7.589,00",Plan,2016
1057,sonstige ordentliche Erträge,801,Sportförderung,1.0,,,,,0,Plan,2016
1058,Personalaufwendungen,801,Sportförderung,2.0,,,,,"113.554,00",Plan,2016
1059,Versorgungsaufwendungen,801,Sportförderung,2.0,,,,,0,Plan,2016
1060,Aufwendungen für Sach- und Dienstleistungen,801,Sportförderung,2.0,,,,,"33.522,00",Plan,2016
1061,Transferaufwendungen,801,Sportförderung,2.0,,,,,"280.960,00",Plan,2016
1062,sonstige ordentliche Aufwendungen,801,Sportförderung,2.0,,,,,"465.404,88",Plan,2016
1063,Bilanzielle Aufwendungen,801,Sportförderung,2.0,,,,,"7.918,02",Plan,2016
1064,Aufwendungen aus internen Leistungsbeziehungen,801,Sportförderung,5.0,,,,,10,Plan,2016
1065,Zuwendungen und allgemeine Umlagen,802,Sportanlagen,1.0,,,,,"-393.157,11",Plan,2016
1066,öffentlich-rechtliche Leistungsentgelte,802,Sportanlagen,1.0,,,,,"-20.000,00",Plan,2016
1067,Privatrechtliche Leistungsentgelte,802,Sportanlagen,1.0,,,,,-577,Plan,2016
1068,sonstige ordentliche Erträge,802,Sportanlagen,1.0,,,,,-107,Plan,2016
1069,Erträge aus internen Leistungsbeziehungen,802,Sportanlagen,4.0,,,,,-50,Plan,2016
1070,Personalaufwendungen,802,Sportanlagen,2.0,,,,,"320.906,00",Plan,2016
1071,Versorgungsaufwendungen,802,Sportanlagen,2.0,,,,,0,Plan,2016
1072,Aufwendungen für Sach- und Dienstleistungen,802,Sportanlagen,2.0,,,,,"2.800.331,00",Plan,2016
1073,sonstige ordentliche Aufwendungen,802,Sportanlagen,2.0,,,,,"19.860,37",Plan,2016
1074,Bilanzielle Aufwendungen,802,Sportanlagen,2.0,,,,,"794.555,54",Plan,2016
1075,Aufwendungen aus internen Leistungsbeziehungen,802,Sportanlagen,5.0,,,,,50,Plan,2016
1076,Zuwendungen und allgemeine Umlagen,901,Räumliche Planung und Entwicklung,1.0,,,,,"-85,13",Plan,2016
1077,Privatrechtliche Leistungsentgelte,901,Räumliche Planung und Entwicklung,1.0,,,,,"-10.000,00",Plan,2016
1078,sonstige ordentliche Erträge,901,Räumliche Planung und Entwicklung,1.0,,,,,0,Plan,2016
1079,Personalaufwendungen,901,Räumliche Planung und Entwicklung,2.0,,,,,"793.165,52",Plan,2016
1080,Versorgungsaufwendungen,901,Räumliche Planung und Entwicklung,2.0,,,,,"49.849,36",Plan,2016
1081,Aufwendungen für Sach- und Dienstleistungen,901,Räumliche Planung und Entwicklung,2.0,,,,,"89.010,00",Plan,2016
1082,sonstige ordentliche Aufwendungen,901,Räumliche Planung und Entwicklung,2.0,,,,,"10.690,98",Plan,2016
1083,Bilanzielle Aufwendungen,901,Räumliche Planung und Entwicklung,2.0,,,,,"2.861,49",Plan,2016
1084,Aufwendungen aus internen Leistungsbeziehungen,901,Räumliche Planung und Entwicklung,5.0,,,,,0,Plan,2016
1085,öffentlich-rechtliche Leistungsentgelte,902,Vermessungen,1.0,,,,,"-21.969,00",Plan,2016
1086,Privatrechtliche Leistungsentgelte,902,Vermessungen,1.0,,,,,-67,Plan,2016
1087,sonstige ordentliche Erträge,902,Vermessungen,1.0,,,,,0,Plan,2016
1088,Personalaufwendungen,902,Vermessungen,2.0,,,,,"316.345,00",Plan,2016
1089,Versorgungsaufwendungen,902,Vermessungen,2.0,,,,,0,Plan,2016
1090,Aufwendungen für Sach- und Dienstleistungen,902,Vermessungen,2.0,,,,,"7.710,00",Plan,2016
1091,sonstige ordentliche Aufwendungen,902,Vermessungen,2.0,,,,,"5.789,73",Plan,2016
1092,Bilanzielle Aufwendungen,902,Vermessungen,2.0,,,,,"12.386,36",Plan,2016
1093,Zuwendungen und allgemeine Umlagen,903,Geoinformationsdienste,1.0,,,,,"-57,51",Plan,2016
1094,Privatrechtliche Leistungsentgelte,903,Geoinformationsdienste,1.0,,,,,0,Plan,2016
1095,sonstige ordentliche Erträge,903,Geoinformationsdienste,1.0,,,,,0,Plan,2016
1096,Personalaufwendungen,903,Geoinformationsdienste,2.0,,,,,"249.173,00",Plan,2016
1097,Versorgungsaufwendungen,903,Geoinformationsdienste,2.0,,,,,0,Plan,2016
1098,Aufwendungen für Sach- und Dienstleistungen,903,Geoinformationsdienste,2.0,,,,,"43.743,00",Plan,2016
1099,sonstige ordentliche Aufwendungen,903,Geoinformationsdienste,2.0,,,,,"8.157,27",Plan,2016
1100,Bilanzielle Aufwendungen,903,Geoinformationsdienste,2.0,,,,,"12.359,25",Plan,2016
1101,öffentlich-rechtliche Leistungsentgelte,904,Grundstückswertermittlung,1.0,,,,,"-65.024,00",Plan,2016
1102,sonstige ordentliche Erträge,904,Grundstückswertermittlung,1.0,,,,,0,Plan,2016
1103,Personalaufwendungen,904,Grundstückswertermittlung,2.0,,,,,"195.950,00",Plan,2016
1104,Versorgungsaufwendungen,904,Grundstückswertermittlung,2.0,,,,,0,Plan,2016
1105,Aufwendungen für Sach- und Dienstleistungen,904,Grundstückswertermittlung,2.0,,,,,"1.300,00",Plan,2016
1106,sonstige ordentliche Aufwendungen,904,Grundstückswertermittlung,2.0,,,,,"30.742,56",Plan,2016
1107,Bilanzielle Aufwendungen,904,Grundstückswertermittlung,2.0,,,,,"683,1",Plan,2016
1108,Zuwendungen und allgemeine Umlagen,905,Serviceleistungen Vermessung,1.0,,,,,0,Plan,2016
1109,öffentlich-rechtliche Leistungsentgelte,905,Serviceleistungen Vermessung,1.0,,,,,0,Plan,2016
1110,Privatrechtliche Leistungsentgelte,905,Serviceleistungen Vermessung,1.0,,,,,"-6.590,00",Plan,2016
1111,sonstige ordentliche Erträge,905,Serviceleistungen Vermessung,1.0,,,,,0,Plan,2016
1112,Erträge aus internen Leistungsbeziehungen,905,Serviceleistungen Vermessung,4.0,,,,,"-4.500,00",Plan,2016
1113,Personalaufwendungen,905,Serviceleistungen Vermessung,2.0,,,,,"266.476,00",Plan,2016
1114,Versorgungsaufwendungen,905,Serviceleistungen Vermessung,2.0,,,,,0,Plan,2016
1115,Aufwendungen für Sach- und Dienstleistungen,905,Serviceleistungen Vermessung,2.0,,,,,"2.788,00",Plan,2016
1116,sonstige ordentliche Aufwendungen,905,Serviceleistungen Vermessung,2.0,,,,,"6.108,75",Plan,2016
1117,Bilanzielle Aufwendungen,905,Serviceleistungen Vermessung,2.0,,,,,"12.918,33",Plan,2016
1118,Zuwendungen und allgemeine Umlagen,906,Stadtentwicklungsprojekte,1.0,,,,,"-235.000,00",Plan,2016
1119,Privatrechtliche Leistungsentgelte,906,Stadtentwicklungsprojekte,1.0,,,,,"-50.000,00",Plan,2016
1120,Personalaufwendungen,906,Stadtentwicklungsprojekte,2.0,,,,,"95.602,00",Plan,2016
1121,Versorgungsaufwendungen,906,Stadtentwicklungsprojekte,2.0,,,,,0,Plan,2016
1122,Aufwendungen für Sach- und Dienstleistungen,906,Stadtentwicklungsprojekte,2.0,,,,,"403.702,00",Plan,2016
1123,sonstige ordentliche Aufwendungen,906,Stadtentwicklungsprojekte,2.0,,,,,"2.174,55",Plan,2016
1124,Bilanzielle Aufwendungen,906,Stadtentwicklungsprojekte,2.0,,,,,"147,56",Plan,2016
1125,Aufwendungen aus internen Leistungsbeziehungen,906,Stadtentwicklungsprojekte,5.0,,,,,0,Plan,2016
1126,Zuwendungen und allgemeine Umlagen,1001,Maßnahmen der Bauaufsicht,1.0,,,,,"-181,6",Plan,2016
1127,öffentlich-rechtliche Leistungsentgelte,1001,Maßnahmen der Bauaufsicht,1.0,,,,,"-1.019.000,00",Plan,2016
1128,Privatrechtliche Leistungsentgelte,1001,Maßnahmen der Bauaufsicht,1.0,,,,,"-6.851,00",Plan,2016
1129,sonstige ordentliche Erträge,1001,Maßnahmen der Bauaufsicht,1.0,,,,,"-42.875,00",Plan,2016
1130,Personalaufwendungen,1001,Maßnahmen der Bauaufsicht,2.0,,,,,"1.377.717,20",Plan,2016
1131,Versorgungsaufwendungen,1001,Maßnahmen der Bauaufsicht,2.0,,,,,"133.192,20",Plan,2016
1132,Aufwendungen für Sach- und Dienstleistungen,1001,Maßnahmen der Bauaufsicht,2.0,,,,,"1.110,00",Plan,2016
1133,sonstige ordentliche Aufwendungen,1001,Maßnahmen der Bauaufsicht,2.0,,,,,"74.091,36",Plan,2016
1134,Bilanzielle Aufwendungen,1001,Maßnahmen der Bauaufsicht,2.0,,,,,"3.559,00",Plan,2016
1135,Zuwendungen und allgemeine Umlagen,1002,Wohnungswesen,1.0,,,,,"-123,12",Plan,2016
1136,öffentlich-rechtliche Leistungsentgelte,1002,Wohnungswesen,1.0,,,,,"-16.500,00",Plan,2016
1137,Privatrechtliche Leistungsentgelte,1002,Wohnungswesen,1.0,,,,,"-5.000,00",Plan,2016
1138,sonstige ordentliche Erträge,1002,Wohnungswesen,1.0,,,,,"-1.000,00",Plan,2016
1139,Finanzerträge,1002,Wohnungswesen,3.0,,,,,-57,Plan,2016
1140,Personalaufwendungen,1002,Wohnungswesen,2.0,,,,,"545.434,48",Plan,2016
1141,Versorgungsaufwendungen,1002,Wohnungswesen,2.0,,,,,"84.175,80",Plan,2016
1142,Aufwendungen für Sach- und Dienstleistungen,1002,Wohnungswesen,2.0,,,,,"1.260,00",Plan,2016
1143,sonstige ordentliche Aufwendungen,1002,Wohnungswesen,2.0,,,,,"11.893,24",Plan,2016
1144,Bilanzielle Aufwendungen,1002,Wohnungswesen,2.0,,,,,"2.511,63",Plan,2016
1145,öffentlich-rechtliche Leistungsentgelte,1003,Denkmalschutz und Denkmalpflege,1.0,,,,,"-4.000,00",Plan,2016
1146,sonstige ordentliche Erträge,1003,Denkmalschutz und Denkmalpflege,1.0,,,,,0,Plan,2016
1147,Personalaufwendungen,1003,Denkmalschutz und Denkmalpflege,2.0,,,,,"125.658,64",Plan,2016
1148,Versorgungsaufwendungen,1003,Denkmalschutz und Denkmalpflege,2.0,,,,,"7.999,76",Plan,2016
1149,Aufwendungen für Sach- und Dienstleistungen,1003,Denkmalschutz und Denkmalpflege,2.0,,,,,0,Plan,2016
1150,sonstige ordentliche Aufwendungen,1003,Denkmalschutz und Denkmalpflege,2.0,,,,,"4.528,69",Plan,2016
1151,Aufwendungen aus internen Leistungsbeziehungen,sonstige ordentliche Aufwendungen,#NV,5.0,,,,,0,Plan,2016
1152,Zuwendungen und allgemeine Umlagen,1301,#NV,1.0,,,,,"-194.960,87",Plan,2016
1153,öffentlich-rechtliche Leistungsentgelte,1301,#NV,1.0,,,,,"-10.000,00",Plan,2016
1154,Privatrechtliche Leistungsentgelte,1301,#NV,1.0,,,,,"-51.500,00",Plan,2016
1155,sonstige ordentliche Erträge,1301,#NV,1.0,,,,,"-45.521,27",Plan,2016
1156,Aktivierte Eigenleistungen,1301,#NV,1.0,,,,,"-209.000,00",Plan,2016
1157,Erträge aus internen Leistungsbeziehungen,1301,#NV,4.0,,,,,"-242.925,00",Plan,2016
1158,Personalaufwendungen,1301,#NV,2.0,,,,,"574.317,12",Plan,2016
1159,Versorgungsaufwendungen,1301,#NV,2.0,,,,,"31.382,48",Plan,2016
1160,Aufwendungen für Sach- und Dienstleistungen,1301,#NV,2.0,,,,,"3.549.038,00",Plan,2016
1161,Transferaufwendungen,1301,#NV,2.0,,,,,"11.356,00",Plan,2016
1162,sonstige ordentliche Aufwendungen,1301,#NV,2.0,,,,,"79.380,98",Plan,2016
1163,Zinsen und sonstige Finanzaufwendungen,1301,#NV,3.0,,,,,"16.500,00",Plan,2016
1164,Bilanzielle Aufwendungen,1301,#NV,2.0,,,,,"431.564,32",Plan,2016
1165,Aufwendungen aus internen Leistungsbeziehungen,1301,#NV,5.0,,,,,"242.925,00",Plan,2016
1166,Außerordentliche Aufwendungen,1301,#NV,2.0,,,,,0,Plan,2016
1167,Zuwendungen und allgemeine Umlagen,1401,#NV,1.0,,,,,"-65.148,00",Plan,2016
1168,Privatrechtliche Leistungsentgelte,1401,#NV,1.0,,,,,"-7.000,00",Plan,2016
1169,sonstige ordentliche Erträge,1401,#NV,1.0,,,,,0,Plan,2016
1170,Personalaufwendungen,1401,#NV,2.0,,,,,"284.605,16",Plan,2016
1171,Versorgungsaufwendungen,1401,#NV,2.0,,,,,"20.494,56",Plan,2016
1172,Aufwendungen für Sach- und Dienstleistungen,1401,#NV,2.0,,,,,"63.833,00",Plan,2016
1173,sonstige ordentliche Aufwendungen,1401,#NV,2.0,,,,,"3.966,56",Plan,2016
1174,Bilanzielle Aufwendungen,1401,#NV,2.0,,,,,"411,3",Plan,2016
1175,Aufwendungen aus internen Leistungsbeziehungen,1401,#NV,5.0,,,,,500,Plan,2016
1176,Steuern und ähnliche Abgaben,1601,#NV,1.0,,,,,"-130.237.025,00",Plan,2016
1177,Zuwendungen und allgemeine Umlagen,1601,#NV,1.0,,,,,"-59.192.432,00",Plan,2016
1178,sonstige ordentliche Erträge,1601,#NV,1.0,,,,,"-1.069.160,00",Plan,2016
1179,Erträge aus internen Leistungsbeziehungen,1601,#NV,4.0,,,,,"-22.000,00",Plan,2016
1180,Transferaufwendungen,1601,#NV,2.0,,,,,"67.318.106,00",Plan,2016
1181,sonstige ordentliche Aufwendungen,1601,#NV,2.0,,,,,0,Plan,2016
1182,Aufwendungen aus internen Leistungsbeziehungen,1601,#NV,5.0,,,,,0,Plan,2016
1183,Privatrechtliche Leistungsentgelte,1602,#NV,1.0,,,,,"-787.400,00",Plan,2016
1184,sonstige ordentliche Erträge,1602,#NV,1.0,,,,,"-6.275.000,00",Plan,2016
1185,Finanzerträge,1602,#NV,3.0,,,,,"-19.720,00",Plan,2016
1186,sonstige ordentliche Aufwendungen,1602,#NV,2.0,,,,,"100.000,00",Plan,2016
1187,Zinsen und sonstige Finanzaufwendungen,1602,#NV,3.0,,,,,"16.624.755,00",Plan,2016
1188,Zuwendungen und allgemeine Umlagen,10101,#NV,1.0,,,,,0,Plan,2016
1189,Privatrechtliche Leistungsentgelte,10101,#NV,1.0,,,,,"-8.200,00",Plan,2016
1190,sonstige ordentliche Erträge,10101,#NV,1.0,,,,,0,Plan,2016
1191,Erträge aus internen Leistungsbeziehungen,10101,#NV,4.0,,,,,0,Plan,2016
1192,Personalaufwendungen,10101,#NV,2.0,,,,,"225.999,12",Plan,2016
1193,Versorgungsaufwendungen,10101,#NV,2.0,,,,,"49.360,72",Plan,2016
1194,Aufwendungen für Sach- und Dienstleistungen,10101,#NV,2.0,,,,,"21.122,00",Plan,2016
1195,sonstige ordentliche Aufwendungen,10101,#NV,2.0,,,,,"864.603,99",Plan,2016
1196,Bilanzielle Aufwendungen,10101,#NV,2.0,,,,,"8.106,80",Plan,2016
1197,Aufwendungen aus internen Leistungsbeziehungen,10101,#NV,5.0,,,,,0,Plan,2016
1198,Zuwendungen und allgemeine Umlagen,10102,#NV,1.0,,,,,"-651,02",Plan,2016
1199,öffentlich-rechtliche Leistungsentgelte,10102,#NV,1.0,,,,,0,Plan,2016
1200,Privatrechtliche Leistungsentgelte,10102,#NV,1.0,,,,,"-1.250,00",Plan,2016
1201,sonstige ordentliche Erträge,10102,#NV,1.0,,,,,0,Plan,2016
1202,Erträge aus internen Leistungsbeziehungen,10102,#NV,4.0,,,,,"-31.615,00",Plan,2016
1203,Außerordentliche Erträge,10102,#NV,1.0,,,,,0,Plan,2016
1204,Personalaufwendungen,10102,#NV,2.0,,,,,"1.205.149,28",Plan,2016
1205,Versorgungsaufwendungen,10102,#NV,2.0,,,,,"324.141,52",Plan,2016
1206,Aufwendungen für Sach- und Dienstleistungen,10102,#NV,2.0,,,,,"11.720,00",Plan,2016
1207,sonstige ordentliche Aufwendungen,10102,#NV,2.0,,,,,"41.390,24",Plan,2016
1208,Bilanzielle Aufwendungen,10102,#NV,2.0,,,,,"3.574,89",Plan,2016
1209,Außerordentliche Aufwendungen,10102,#NV,2.0,,,,,0,Plan,2016
1210,Zuwendungen und allgemeine Umlagen,10201,#NV,1.0,,,,,"-16.162,41",Plan,2016
1211,öffentlich-rechtliche Leistungsentgelte,10201,#NV,1.0,,,,,"-19.000,00",Plan,2016
1212,Privatrechtliche Leistungsentgelte,10201,#NV,1.0,,,,,"-656.538,00",Plan,2016
1213,sonstige ordentliche Erträge,10201,#NV,1.0,,,,,0,Plan,2016
1214,Erträge aus internen Leistungsbeziehungen,10201,#NV,4.0,,,,,"-27.187,00",Plan,2016
1215,Personalaufwendungen,10201,#NV,2.0,,,,,"1.976.712,32",Plan,2016
1216,Versorgungsaufwendungen,10201,#NV,2.0,,,,,"282.497,92",Plan,2016
1217,Aufwendungen für Sach- und Dienstleistungen,10201,#NV,2.0,,,,,"53.263,00",Plan,2016
1218,sonstige ordentliche Aufwendungen,10201,#NV,2.0,,,,,"160.899,64",Plan,2016
1219,Bilanzielle Aufwendungen,10201,#NV,2.0,,,,,"15.634,35",Plan,2016
1220,Privatrechtliche Leistungsentgelte,10202,#NV,1.0,,,,,-500,Plan,2016
1221,sonstige ordentliche Erträge,10202,#NV,1.0,,,,,0,Plan,2016
1222,Personalaufwendungen,10202,#NV,2.0,,,,,"368.573,40",Plan,2016
1223,Versorgungsaufwendungen,10202,#NV,2.0,,,,,"106.435,12",Plan,2016
1224,Aufwendungen für Sach- und Dienstleistungen,10202,#NV,2.0,,,,,"5.000,00",Plan,2016
1225,sonstige ordentliche Aufwendungen,10202,#NV,2.0,,,,,"10.316,25",Plan,2016
1226,Bilanzielle Aufwendungen,10202,#NV,2.0,,,,,"281,6",Plan,2016
1227,Zuwendungen und allgemeine Umlagen,10203,#NV,1.0,,,,,0,Plan,2016
1228,Privatrechtliche Leistungsentgelte,10203,#NV,1.0,,,,,"-249.033,00",Plan,2016
1229,sonstige ordentliche Erträge,10203,#NV,1.0,,,,,0,Plan,2016
1230,Erträge aus internen Leistungsbeziehungen,10203,#NV,4.0,,,,,"-37.772,00",Plan,2016
1231,Personalaufwendungen,10203,#NV,2.0,,,,,"520.553,92",Plan,2016
1232,Versorgungsaufwendungen,10203,#NV,2.0,,,,,"49.338,20",Plan,2016
1233,Aufwendungen für Sach- und Dienstleistungen,10203,#NV,2.0,,,,,"4.400,00",Plan,2016
1234,sonstige ordentliche Aufwendungen,10203,#NV,2.0,,,,,"1.867.945,08",Plan,2016
1235,Bilanzielle Aufwendungen,10203,#NV,2.0,,,,,"59.206,33",Plan,2016
1236,Zuwendungen und allgemeine Umlagen,10301,#NV,1.0,,,,,"-7.458,39",Plan,2016
1237,Privatrechtliche Leistungsentgelte,10301,#NV,1.0,,,,,"-166.000,00",Plan,2016
1238,sonstige ordentliche Erträge,10301,#NV,1.0,,,,,0,Plan,2016
1239,Erträge aus internen Leistungsbeziehungen,10301,#NV,4.0,,,,,"-6.186,00",Plan,2016
1240,Außerordentliche Erträge,10301,#NV,1.0,,,,,0,Plan,2016
1241,Personalaufwendungen,10301,#NV,2.0,,,,,"786.198,56",Plan,2016
1242,Versorgungsaufwendungen,10301,#NV,2.0,,,,,"111.420,20",Plan,2016
1243,Aufwendungen für Sach- und Dienstleistungen,10301,#NV,2.0,,,,,"212.242,00",Plan,2016
1244,sonstige ordentliche Aufwendungen,10301,#NV,2.0,,,,,"239.683,07",Plan,2016
1245,Bilanzielle Aufwendungen,10301,#NV,2.0,,,,,"56.697,87",Plan,2016
1246,Privatrechtliche Leistungsentgelte,10302,#NV,1.0,,,,,"-7.000,00",Plan,2016
1247,sonstige ordentliche Erträge,10302,#NV,1.0,,,,,0,Plan,2016
1248,Erträge aus internen Leistungsbeziehungen,10302,#NV,4.0,,,,,"-2.000,00",Plan,2016
1249,Personalaufwendungen,10302,#NV,2.0,,,,,"140.273,00",Plan,2016
1250,Versorgungsaufwendungen,10302,#NV,2.0,,,,,0,Plan,2016
1251,sonstige ordentliche Aufwendungen,10302,#NV,2.0,,,,,"7.211,00",Plan,2016
1252,Bilanzielle Aufwendungen,10302,#NV,2.0,,,,,"4.476,22",Plan,2016
1253,Privatrechtliche Leistungsentgelte,20101,#NV,1.0,,,,,-600,Plan,2016
1254,Personalaufwendungen,20101,#NV,2.0,,,,,"161.819,00",Plan,2016
1255,Versorgungsaufwendungen,20101,#NV,2.0,,,,,0,Plan,2016
1256,Aufwendungen für Sach- und Dienstleistungen,20101,#NV,2.0,,,,,"4.897,00",Plan,2016
1257,sonstige ordentliche Aufwendungen,20101,#NV,2.0,,,,,"3.092,35",Plan,2016
1258,Privatrechtliche Leistungsentgelte,20102,#NV,1.0,,,,,0,Plan,2016
1259,sonstige ordentliche Erträge,20102,#NV,1.0,,,,,0,Plan,2016
1260,Personalaufwendungen,20102,#NV,2.0,,,,,"27.157,60",Plan,2016
1261,Versorgungsaufwendungen,20102,#NV,2.0,,,,,"3.341,20",Plan,2016
1262,Aufwendungen für Sach- und Dienstleistungen,20102,#NV,2.0,,,,,"4.690,00",Plan,2016
1263,sonstige ordentliche Aufwendungen,20102,#NV,2.0,,,,,"2.853,43",Plan,2016
1264,Bilanzielle Aufwendungen,20102,#NV,2.0,,,,,"121,71",Plan,2016
1265,Aufwendungen aus internen Leistungsbeziehungen,20102,#NV,5.0,,,,,850,Plan,2016
1266,öffentlich-rechtliche Leistungsentgelte,20201,#NV,1.0,,,,,"-9.337,00",Plan,2016
1267,Privatrechtliche Leistungsentgelte,20201,#NV,1.0,,,,,"-29.995,00",Plan,2016
1268,sonstige ordentliche Erträge,20201,#NV,1.0,,,,,"-6.207,00",Plan,2016
1269,Personalaufwendungen,20201,#NV,2.0,,,,,"740.001,40",Plan,2016
1270,Versorgungsaufwendungen,20201,#NV,2.0,,,,,"152.212,56",Plan,2016
1271,Aufwendungen für Sach- und Dienstleistungen,20201,#NV,2.0,,,,,"44.607,00",Plan,2016
1272,Transferaufwendungen,20201,#NV,2.0,,,,,"126.595,00",Plan,2016
1273,sonstige ordentliche Aufwendungen,20201,#NV,2.0,,,,,"41.331,82",Plan,2016
1274,Bilanzielle Aufwendungen,20201,#NV,2.0,,,,,"2.138,43",Plan,2016
1275,Aufwendungen aus internen Leistungsbeziehungen,20201,#NV,5.0,,,,,0,Plan,2016
1276,öffentlich-rechtliche Leistungsentgelte,20202,#NV,1.0,,,,,"-119.278,00",Plan,2016
1277,Privatrechtliche Leistungsentgelte,20202,#NV,1.0,,,,,-800,Plan,2016
1278,sonstige ordentliche Erträge,20202,#NV,1.0,,,,,"-8.808,00",Plan,2016
1279,Personalaufwendungen,20202,#NV,2.0,,,,,"326.612,20",Plan,2016
1280,Versorgungsaufwendungen,20202,#NV,2.0,,,,,"29.021,52",Plan,2016
1281,Aufwendungen für Sach- und Dienstleistungen,20202,#NV,2.0,,,,,496,Plan,2016
1282,sonstige ordentliche Aufwendungen,20202,#NV,2.0,,,,,"10.815,49",Plan,2016
1283,Bilanzielle Aufwendungen,20202,#NV,2.0,,,,,"692,97",Plan,2016
1284,Aufwendungen aus internen Leistungsbeziehungen,20202,#NV,5.0,,,,,0,Plan,2016
1285,öffentlich-rechtliche Leistungsentgelte,20203,#NV,1.0,,,,,"-9.787,00",Plan,2016
1286,Privatrechtliche Leistungsentgelte,20203,#NV,1.0,,,,,"-17.729,00",Plan,2016
1287,sonstige ordentliche Erträge,20203,#NV,1.0,,,,,"-1.980.000,00",Plan,2016
1288,Personalaufwendungen,20203,#NV,2.0,,,,,"757.272,36",Plan,2016
1289,Versorgungsaufwendungen,20203,#NV,2.0,,,,,"54.909,56",Plan,2016
1290,Aufwendungen für Sach- und Dienstleistungen,20203,#NV,2.0,,,,,"33.227,00",Plan,2016
1291,Transferaufwendungen,20203,#NV,2.0,,,,,100,Plan,2016
1292,sonstige ordentliche Aufwendungen,20203,#NV,2.0,,,,,"45.685,21",Plan,2016
1293,Bilanzielle Aufwendungen,20203,#NV,2.0,,,,,"17.160,21",Plan,2016
1294,öffentlich-rechtliche Leistungsentgelte,20204,#NV,1.0,,,,,"-229.564,00",Plan,2016
1295,Privatrechtliche Leistungsentgelte,20204,#NV,1.0,,,,,"-11.080,00",Plan,2016
1296,sonstige ordentliche Erträge,20204,#NV,1.0,,,,,-67,Plan,2016
1297,Personalaufwendungen,20204,#NV,2.0,,,,,"466.005,84",Plan,2016
1298,Versorgungsaufwendungen,20204,#NV,2.0,,,,,"82.306,32",Plan,2016
